"intervaltime","intervaltime_epoch","building_code","building_type","floor","total_users","density","loadg_dtm"
2020-10-15 08:30:00.000,,COM2_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,CRECTN,Canteen,"01",21,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,E2CTN,Canteen,B2,7,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,HSSMLIB,Library,"01",1,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,HSSMLIB,Library,"03",2,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,HSSMLIB,Library,B1,1,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,IT_BS,Bus Stop,"01",15,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,KRT_BS,Bus Stop,"01",16,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,KV_BS,Bus Stop,"01",25,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,LT13_BS,Bus Stop,"01",4,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,LT27_BS,Bus Stop,"01",11,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,MEDLIB,Library,"05",3,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,MUSLIB,Library,"01",2,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,MUSM_BS,Bus Stop,"01",18,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,OHSSL_BS,Bus Stop,"01",11,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,OUHALL_BS,Bus Stop,"01",27,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,OUHC_BS,Bus Stop,"01",14,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,OYIH_BS,Bus Stop,"01",11,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,PGPCTN,Canteen,"01",8,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,PGPECTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,PGP_BS,Bus Stop,"01",21,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,RH_BS,Bus Stop,"01",4,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,S10CTN,Canteen,"01",15,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,S16CTN,Canteen,"01",47,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,S17_BS,Bus Stop,"01",8,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,SCILIB,Library,"04",5,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,UHALL_BS,Bus Stop,"01",20,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,UHC_BS,Bus Stop,"01",22,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,UT_BS,Bus Stop,"01",34,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,VEN_BS,Bus Stop,"01",5,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,YIHCTN,Canteen,"02",7,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,YIH_BS,Bus Stop,"01",21,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,YNCLIB,Library,"01",3,,2020-10-15 10:03:00.000
2020-10-15 08:30:00.000,,YNCLIB,Library,"02",7,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,ARTSCTN,Canteen,"01",7,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,AS8_BS,Bus Stop,"01",20,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,BIZ2_BS,Bus Stop,"01",6,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,BTCCTN,Canteen,"01",6,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,BTC_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,CJKLLIB,Library,"01",5,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,CJKLLIB,Library,B1,1,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,CLIB,Library,"01",6,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,CLIB,Library,"02",2,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,CLIB,Library,"04",16,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,CLIB,Library,"05",2,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,CNLIB,Library,"06",1,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,COM2_BS,Bus Stop,"01",4,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,CRECTN,Canteen,"01",29,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,E2CTN,Canteen,B2,8,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,HSSMLIB,Library,"01",4,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,HSSMLIB,Library,"03",1,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,HSSMLIB,Library,B1,1,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,IT_BS,Bus Stop,"01",9,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,KRT_BS,Bus Stop,"01",9,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,KV_BS,Bus Stop,"01",38,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,LT13_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,LT27_BS,Bus Stop,"01",13,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,MEDLIB,Library,"05",3,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,MUSLIB,Library,"01",3,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,MUSM_BS,Bus Stop,"01",11,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,OHSSL_BS,Bus Stop,"01",5,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,OUHALL_BS,Bus Stop,"01",22,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,OUHC_BS,Bus Stop,"01",8,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,OYIH_BS,Bus Stop,"01",11,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,PGPCTN,Canteen,"01",12,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,PGPECTN,Canteen,"01",4,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,PGP_BS,Bus Stop,"01",34,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,RH_BS,Bus Stop,"01",10,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,S10CTN,Canteen,"01",20,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,S16CTN,Canteen,"01",43,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,S17_BS,Bus Stop,"01",4,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,SCILIB,Library,"04",10,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,UHALL_BS,Bus Stop,"01",9,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,UHC_BS,Bus Stop,"01",22,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,UT_BS,Bus Stop,"01",61,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,VEN_BS,Bus Stop,"01",5,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,YIHCTN,Canteen,"02",6,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,YIH_BS,Bus Stop,"01",21,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,YNCLIB,Library,"01",1,,2020-10-15 10:03:00.000
2020-10-15 08:40:00.000,,YNCLIB,Library,"02",5,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,ARTSCTN,Canteen,"01",6,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,AS8_BS,Bus Stop,"01",16,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,BIZ2_BS,Bus Stop,"01",11,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,BTCCTN,Canteen,"01",15,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,CJKLLIB,Library,"01",6,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,CJKLLIB,Library,B1,1,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,CLIB,Library,"01",10,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,CLIB,Library,"04",20,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,CLIB,Library,"05",1,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,COM2_BS,Bus Stop,"01",11,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,CRECTN,Canteen,"01",36,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,E2CTN,Canteen,B2,4,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,HSSMLIB,Library,"01",5,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,HSSMLIB,Library,"02",1,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,HSSMLIB,Library,"03",2,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,HSSMLIB,Library,B1,3,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,IT_BS,Bus Stop,"01",17,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,KRT_BS,Bus Stop,"01",12,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,KV_BS,Bus Stop,"01",22,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,LT27_BS,Bus Stop,"01",15,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,MEDLIB,Library,"05",6,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,MUSLIB,Library,"01",4,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,MUSLIB,Library,"02",2,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,MUSM_BS,Bus Stop,"01",23,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,OHSSL_BS,Bus Stop,"01",13,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,OUHALL_BS,Bus Stop,"01",23,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,OUHC_BS,Bus Stop,"01",12,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,OYIH_BS,Bus Stop,"01",7,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,PGPCTN,Canteen,"01",11,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,PGPECTN,Canteen,"01",8,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,PGP_BS,Bus Stop,"01",21,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,RH_BS,Bus Stop,"01",20,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,S10CTN,Canteen,"01",17,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,S16CTN,Canteen,"01",47,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,S17_BS,Bus Stop,"01",9,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,SCILIB,Library,"03",1,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,SCILIB,Library,"04",10,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,SCILIB,Library,"05",1,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,UHALL_BS,Bus Stop,"01",12,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,UHC_BS,Bus Stop,"01",22,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,UT_BS,Bus Stop,"01",62,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,VEN_BS,Bus Stop,"01",9,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,YIHCTN,Canteen,"02",5,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,YIH_BS,Bus Stop,"01",19,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,YNCLIB,Library,"01",2,,2020-10-15 10:03:00.000
2020-10-15 08:50:00.000,,YNCLIB,Library,"02",17,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,ARTSCTN,Canteen,"01",10,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,AS8_BS,Bus Stop,"01",17,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,BIZ2_BS,Bus Stop,"01",5,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,BTCCTN,Canteen,"01",10,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,CJKLLIB,Library,"01",5,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,CJKLLIB,Library,B1,1,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,CLIB,Library,"01",7,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,CLIB,Library,"04",17,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,CLIB,Library,"05",4,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,CNLIB,Library,"05",1,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,COM2_BS,Bus Stop,"01",4,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,CRECTN,Canteen,"01",21,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,E2CTN,Canteen,B2,5,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,HSSMLIB,Library,"01",7,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,HSSMLIB,Library,"03",2,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,HSSMLIB,Library,B1,1,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,IT_BS,Bus Stop,"01",12,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,KRT_BS,Bus Stop,"01",14,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,KV_BS,Bus Stop,"01",23,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,LT13_BS,Bus Stop,"01",6,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,LT27_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,MEDLIB,Library,"05",24,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,MUSLIB,Library,"01",3,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,MUSM_BS,Bus Stop,"01",7,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,OHSSL_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,OUHALL_BS,Bus Stop,"01",10,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,OUHC_BS,Bus Stop,"01",18,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,OYIH_BS,Bus Stop,"01",9,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,PGPCTN,Canteen,"01",8,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,PGPECTN,Canteen,"01",8,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,PGP_BS,Bus Stop,"01",8,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,RH_BS,Bus Stop,"01",6,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,S10CTN,Canteen,"01",8,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,S16CTN,Canteen,"01",42,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,S17_BS,Bus Stop,"01",4,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,SCILIB,Library,"04",10,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,SCILIB,Library,"06",1,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,UHALL_BS,Bus Stop,"01",8,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,UHC_BS,Bus Stop,"01",20,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,UT_BS,Bus Stop,"01",44,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,VEN_BS,Bus Stop,"01",9,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,YIHCTN,Canteen,"02",1,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,YIH_BS,Bus Stop,"01",18,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,YNCLIB,Library,"01",1,,2020-10-15 10:03:00.000
2020-10-15 09:00:00.000,,YNCLIB,Library,"02",29,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,ARTSCTN,Canteen,"01",5,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,AS8_BS,Bus Stop,"01",10,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,BIZ2_BS,Bus Stop,"01",8,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,BTCCTN,Canteen,"01",11,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,BTC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,CJKLLIB,Library,"01",8,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,CJKLLIB,Library,B1,1,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,CLIB,Library,"01",8,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,CLIB,Library,"04",17,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,CLIB,Library,"05",4,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,CNLIB,Library,"06",1,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,COM2_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,CRECTN,Canteen,"01",30,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,E2CTN,Canteen,B2,3,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,HSSMLIB,Library,"01",8,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,HSSMLIB,Library,"02",2,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,HSSMLIB,Library,"03",4,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,HSSMLIB,Library,B1,1,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,IT_BS,Bus Stop,"01",10,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,KRT_BS,Bus Stop,"01",6,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,KV_BS,Bus Stop,"01",30,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,LT13_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,LT27_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,MEDLIB,Library,"05",35,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,MUSLIB,Library,"01",5,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,MUSLIB,Library,"02",3,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,MUSM_BS,Bus Stop,"01",11,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,OHSSL_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,OUHALL_BS,Bus Stop,"01",25,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,OUHC_BS,Bus Stop,"01",10,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,OYIH_BS,Bus Stop,"01",7,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,PGPCTN,Canteen,"01",8,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,PGPECTN,Canteen,"01",7,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,PGP_BS,Bus Stop,"01",19,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,RH_BS,Bus Stop,"01",14,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,S10CTN,Canteen,"01",11,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,S16CTN,Canteen,"01",48,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,S17_BS,Bus Stop,"01",12,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,SCILIB,Library,"03",3,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,SCILIB,Library,"04",15,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,SCILIB,Library,"05",2,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,SCILIB,Library,"06",1,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,UHALL_BS,Bus Stop,"01",21,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,UHC_BS,Bus Stop,"01",23,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,UT_BS,Bus Stop,"01",51,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,VEN_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,YIHCTN,Canteen,"02",3,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,YIH_BS,Bus Stop,"01",12,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,YNCLIB,Library,"01",3,,2020-10-15 10:03:00.000
2020-10-15 09:10:00.000,,YNCLIB,Library,"02",30,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,ARTSCTN,Canteen,"01",8,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,AS8_BS,Bus Stop,"01",13,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,BIZ2_BS,Bus Stop,"01",5,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,BTCCTN,Canteen,"01",11,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,CJKLLIB,Library,"01",7,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,CJKLLIB,Library,"02",3,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,CJKLLIB,Library,B1,2,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,CLIB,Library,"01",6,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,CLIB,Library,"02",2,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,CLIB,Library,"04",21,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,CLIB,Library,"05",9,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,CNLIB,Library,"06",1,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,COM2_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,CRECTN,Canteen,"01",23,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,E2CTN,Canteen,B2,5,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,HSSMLIB,Library,"01",6,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,HSSMLIB,Library,"02",4,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,HSSMLIB,Library,"03",5,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,HSSMLIB,Library,B1,3,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,IT_BS,Bus Stop,"01",5,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,KRT_BS,Bus Stop,"01",12,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,KV_BS,Bus Stop,"01",22,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,LT27_BS,Bus Stop,"01",12,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,MEDLIB,Library,"05",34,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,MUSLIB,Library,"01",4,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,MUSLIB,Library,"02",4,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,MUSM_BS,Bus Stop,"01",9,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,OHSSL_BS,Bus Stop,"01",5,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,OUHALL_BS,Bus Stop,"01",28,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,OUHC_BS,Bus Stop,"01",17,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,OYIH_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,PGPCTN,Canteen,"01",9,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,PGPECTN,Canteen,"01",7,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,PGP_BS,Bus Stop,"01",22,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,RH_BS,Bus Stop,"01",10,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,S10CTN,Canteen,"01",19,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,S16CTN,Canteen,"01",38,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,S17_BS,Bus Stop,"01",5,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,SCILIB,Library,"03",1,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,SCILIB,Library,"04",15,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,SCILIB,Library,"05",3,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,SCILIB,Library,"06",4,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,UHALL_BS,Bus Stop,"01",10,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,UHC_BS,Bus Stop,"01",15,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,UT_BS,Bus Stop,"01",59,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,YIHCTN,Canteen,"02",5,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,YIH_BS,Bus Stop,"01",8,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,YNCLIB,Library,"01",4,,2020-10-15 10:03:00.000
2020-10-15 09:20:00.000,,YNCLIB,Library,"02",30,,2020-10-15 10:03:00.000
2020-10-15 09:30:00.000,,ARTSCTN,Canteen,"01",8,,2020-10-15 10:03:00.000
2020-10-15 09:30:00.000,,AS8_BS,Bus Stop,"01",16,,2020-10-15 10:03:00.000
2020-10-15 09:30:00.000,,BIZ2_BS,Bus Stop,"01",7,,2020-10-15 10:03:00.000
2020-10-15 09:30:00.000,,BTCCTN,Canteen,"01",8,,2020-10-15 10:03:00.000
2020-10-15 09:30:00.000,,BTC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 09:30:00.000,,CJKLLIB,Library,"01",6,,2020-10-15 10:03:00.000
2020-10-15 09:30:00.000,,CJKLLIB,Library,"02",3,,2020-10-15 10:03:00.000
2020-10-15 09:30:00.000,,CJKLLIB,Library,B1,1,,2020-10-15 10:03:00.000
2020-10-15 09:30:00.000,,CLIB,Library,"01",10,,2020-10-15 10:03:00.000
2020-10-15 09:30:00.000,,CLIB,Library,"04",24,,2020-10-15 10:03:00.000
2020-10-15 09:30:00.000,,CLIB,Library,"05",12,,2020-10-15 10:03:00.000
2020-10-15 09:30:00.000,,COM2_BS,Bus Stop,"01",5,,2020-10-15 10:03:00.000
2020-10-15 09:30:00.000,,CRECTN,Canteen,"01",17,,2020-10-15 10:03:00.000
2020-10-15 09:30:00.000,,E2CTN,Canteen,B2,5,,2020-10-15 10:03:00.000
