"intervaltime","intervaltime_epoch","building_code","building_type","floor","total_users","density","loadg_dtm"
2020-10-15 00:50:00.000,,CNLIB,Library,"06",1,,2020-10-15 10:03:00.000
2020-10-15 00:50:00.000,,HSSMLIB,Library,"03",1,,2020-10-15 10:03:00.000
2020-10-15 00:50:00.000,,IT_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:50:00.000,,KRT_BS,Bus Stop,"01",4,,2020-10-15 10:03:00.000
2020-10-15 00:50:00.000,,MUSLIB,Library,"02",1,,2020-10-15 10:03:00.000
2020-10-15 00:50:00.000,,OHSSL_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:50:00.000,,OUHC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:50:00.000,,PGP_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:50:00.000,,S10CTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:50:00.000,,UHC_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:50:00.000,,YIHCTN,Canteen,"02",3,,2020-10-15 10:03:00.000
2020-10-15 00:50:00.000,,YNCLIB,Library,"02",7,,2020-10-15 10:03:00.000
2020-10-15 01:00:00.000,,IT_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:00:00.000,,KRT_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 01:00:00.000,,MUSM_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 01:00:00.000,,OHSSL_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:00:00.000,,OUHC_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 01:00:00.000,,PGP_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 01:00:00.000,,S10CTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:00:00.000,,SCILIB,Library,"04",1,,2020-10-15 10:03:00.000
2020-10-15 01:00:00.000,,UHC_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 01:00:00.000,,YIHCTN,Canteen,"02",1,,2020-10-15 10:03:00.000
2020-10-15 01:00:00.000,,YIH_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:00:00.000,,YNCLIB,Library,"02",7,,2020-10-15 10:03:00.000
2020-10-15 01:10:00.000,,BIZ2_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:10:00.000,,HSSMLIB,Library,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:10:00.000,,IT_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:10:00.000,,MUSM_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 01:10:00.000,,OUHALL_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:10:00.000,,OUHC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:10:00.000,,OYIH_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:10:00.000,,PGPCTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:10:00.000,,PGP_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 01:10:00.000,,RH_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:10:00.000,,S10CTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:10:00.000,,UT_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 01:10:00.000,,YNCLIB,Library,"02",6,,2020-10-15 10:03:00.000
2020-10-15 01:20:00.000,,KRT_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:20:00.000,,LT27_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 01:20:00.000,,MUSM_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 01:20:00.000,,OUHALL_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:20:00.000,,OUHC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:20:00.000,,PGPCTN,Canteen,"01",2,,2020-10-15 10:03:00.000
2020-10-15 01:20:00.000,,PGP_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 01:20:00.000,,RH_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:20:00.000,,S10CTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:20:00.000,,S17_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:20:00.000,,UHALL_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 01:20:00.000,,UHC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:20:00.000,,UT_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 01:20:00.000,,YIH_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:20:00.000,,YNCLIB,Library,"02",6,,2020-10-15 10:03:00.000
2020-10-15 01:30:00.000,,PGP_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:30:00.000,,S10CTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:30:00.000,,S17_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:30:00.000,,UHC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:30:00.000,,YNCLIB,Library,"02",7,,2020-10-15 10:03:00.000
2020-10-15 01:40:00.000,,BIZ2_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:40:00.000,,OYIH_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:40:00.000,,PGPCTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:40:00.000,,PGP_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 01:40:00.000,,S10CTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:40:00.000,,YIH_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:40:00.000,,YNCLIB,Library,"02",6,,2020-10-15 10:03:00.000
2020-10-15 01:50:00.000,,MUSM_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:50:00.000,,OUHC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:50:00.000,,S10CTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 01:50:00.000,,YNCLIB,Library,"02",6,,2020-10-15 10:03:00.000
2020-10-15 02:00:00.000,,PGP_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 02:00:00.000,,S10CTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 02:00:00.000,,UHC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 02:00:00.000,,YNCLIB,Library,"02",3,,2020-10-15 10:03:00.000
2020-10-15 02:10:00.000,,KRT_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 02:10:00.000,,S10CTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 02:10:00.000,,UT_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 02:10:00.000,,YNCLIB,Library,"02",3,,2020-10-15 10:03:00.000
2020-10-15 02:20:00.000,,HSSMLIB,Library,B1,2,,2020-10-15 10:03:00.000
2020-10-15 02:20:00.000,,KRT_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 02:20:00.000,,MUSM_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 02:20:00.000,,PGPCTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 02:20:00.000,,PGP_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 02:20:00.000,,S10CTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 02:20:00.000,,YIH_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 02:20:00.000,,YNCLIB,Library,"02",3,,2020-10-15 10:03:00.000
2020-10-15 02:30:00.000,,BTCCTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 02:30:00.000,,HSSMLIB,Library,B1,2,,2020-10-15 10:03:00.000
2020-10-15 02:30:00.000,,KRT_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 02:30:00.000,,LT13_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 02:30:00.000,,MUSM_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 02:30:00.000,,PGP_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,AS8_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,BIZ2_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,BTCCTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,CLIB,Library,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,IT_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,KRT_BS,Bus Stop,"01",8,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,LT27_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,MUSM_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,OHSSL_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,OUHALL_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,OUHC_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,OYIH_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,PGPCTN,Canteen,"01",3,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,PGPECTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,PGP_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,RH_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,S10CTN,Canteen,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,S17_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,UHALL_BS,Bus Stop,"01",4,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,UHC_BS,Bus Stop,"01",8,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,UT_BS,Bus Stop,"01",6,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,YIHCTN,Canteen,"02",4,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,YIH_BS,Bus Stop,"01",7,,2020-10-15 10:03:00.000
2020-10-15 00:00:00.000,,YNCLIB,Library,"02",10,,2020-10-15 10:03:00.000
2020-10-15 00:10:00.000,,AS8_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:10:00.000,,BTCCTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:10:00.000,,KRT_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:10:00.000,,MUSM_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:10:00.000,,OHSSL_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:10:00.000,,OUHALL_BS,Bus Stop,"01",4,,2020-10-15 10:03:00.000
2020-10-15 00:10:00.000,,OUHC_BS,Bus Stop,"01",5,,2020-10-15 10:03:00.000
2020-10-15 00:10:00.000,,OYIH_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:10:00.000,,PGPCTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:10:00.000,,PGP_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 00:10:00.000,,S10CTN,Canteen,"01",4,,2020-10-15 10:03:00.000
2020-10-15 00:10:00.000,,S17_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:10:00.000,,UHALL_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:10:00.000,,UHC_BS,Bus Stop,"01",7,,2020-10-15 10:03:00.000
2020-10-15 00:10:00.000,,UT_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:10:00.000,,VEN_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:10:00.000,,YIHCTN,Canteen,"02",3,,2020-10-15 10:03:00.000
2020-10-15 00:10:00.000,,YIH_BS,Bus Stop,"01",4,,2020-10-15 10:03:00.000
2020-10-15 00:10:00.000,,YNCLIB,Library,"02",9,,2020-10-15 10:03:00.000
2020-10-15 00:20:00.000,,AS8_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:20:00.000,,BIZ2_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:20:00.000,,BTCCTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:20:00.000,,COM2_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:20:00.000,,HSSMLIB,Library,B1,1,,2020-10-15 10:03:00.000
2020-10-15 00:20:00.000,,KRT_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:20:00.000,,MUSM_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:20:00.000,,OHSSL_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:20:00.000,,OUHC_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:20:00.000,,PGPCTN,Canteen,"01",3,,2020-10-15 10:03:00.000
2020-10-15 00:20:00.000,,PGP_BS,Bus Stop,"01",4,,2020-10-15 10:03:00.000
2020-10-15 00:20:00.000,,S10CTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:20:00.000,,UHC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:20:00.000,,UT_BS,Bus Stop,"01",12,,2020-10-15 10:03:00.000
2020-10-15 00:20:00.000,,VEN_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 00:20:00.000,,YIHCTN,Canteen,"02",3,,2020-10-15 10:03:00.000
2020-10-15 00:20:00.000,,YIH_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:20:00.000,,YNCLIB,Library,"02",7,,2020-10-15 10:03:00.000
2020-10-15 00:30:00.000,,COM2_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:30:00.000,,IT_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:30:00.000,,KRT_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:30:00.000,,OHSSL_BS,Bus Stop,"01",4,,2020-10-15 10:03:00.000
2020-10-15 00:30:00.000,,OUHALL_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:30:00.000,,OUHC_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 00:30:00.000,,OYIH_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:30:00.000,,PGPCTN,Canteen,"01",3,,2020-10-15 10:03:00.000
2020-10-15 00:30:00.000,,PGPECTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:30:00.000,,PGP_BS,Bus Stop,"01",4,,2020-10-15 10:03:00.000
2020-10-15 00:30:00.000,,RH_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 00:30:00.000,,S10CTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:30:00.000,,UHALL_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:30:00.000,,UHC_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:30:00.000,,UT_BS,Bus Stop,"01",4,,2020-10-15 10:03:00.000
2020-10-15 00:30:00.000,,VEN_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:30:00.000,,YIHCTN,Canteen,"02",4,,2020-10-15 10:03:00.000
2020-10-15 00:30:00.000,,YIH_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:30:00.000,,YNCLIB,Library,"02",7,,2020-10-15 10:03:00.000
2020-10-15 00:40:00.000,,BTCCTN,Canteen,"01",3,,2020-10-15 10:03:00.000
2020-10-15 00:40:00.000,,BTC_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:40:00.000,,IT_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:40:00.000,,KRT_BS,Bus Stop,"01",6,,2020-10-15 10:03:00.000
2020-10-15 00:40:00.000,,OHSSL_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 00:40:00.000,,PGP_BS,Bus Stop,"01",5,,2020-10-15 10:03:00.000
2020-10-15 00:40:00.000,,S10CTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 00:40:00.000,,YIHCTN,Canteen,"02",2,,2020-10-15 10:03:00.000
2020-10-15 00:40:00.000,,YNCLIB,Library,"02",6,,2020-10-15 10:03:00.000
2020-10-15 00:50:00.000,,CLIB,Library,"04",1,,2020-10-15 10:03:00.000
2020-10-15 02:30:00.000,,YNCLIB,Library,"02",1,,2020-10-15 10:03:00.000
2020-10-15 02:40:00.000,,HSSMLIB,Library,B1,2,,2020-10-15 10:03:00.000
2020-10-15 02:40:00.000,,PGP_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 02:40:00.000,,YNCLIB,Library,"02",1,,2020-10-15 10:03:00.000
2020-10-15 02:50:00.000,,HSSMLIB,Library,B1,2,,2020-10-15 10:03:00.000
2020-10-15 02:50:00.000,,PGP_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 02:50:00.000,,UHC_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 03:00:00.000,,HSSMLIB,Library,B1,2,,2020-10-15 10:03:00.000
2020-10-15 03:00:00.000,,OUHALL_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 03:00:00.000,,PGPCTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 03:10:00.000,,BIZ2_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 03:10:00.000,,HSSMLIB,Library,"03",1,,2020-10-15 10:03:00.000
2020-10-15 03:10:00.000,,HSSMLIB,Library,B1,2,,2020-10-15 10:03:00.000
2020-10-15 03:10:00.000,,PGP_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 03:20:00.000,,HSSMLIB,Library,B1,2,,2020-10-15 10:03:00.000
2020-10-15 03:30:00.000,,AS8_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 03:30:00.000,,CNLIB,Library,"06",1,,2020-10-15 10:03:00.000
2020-10-15 03:30:00.000,,HSSMLIB,Library,B1,2,,2020-10-15 10:03:00.000
2020-10-15 03:30:00.000,,KRT_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 03:40:00.000,,AS8_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 03:40:00.000,,BTCCTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 03:40:00.000,,HSSMLIB,Library,B1,2,,2020-10-15 10:03:00.000
2020-10-15 03:40:00.000,,IT_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 03:40:00.000,,KV_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 03:40:00.000,,OYIH_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 03:40:00.000,,UHC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 03:50:00.000,,BTCCTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 03:50:00.000,,HSSMLIB,Library,B1,2,,2020-10-15 10:03:00.000
2020-10-15 03:50:00.000,,OUHC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 03:50:00.000,,OYIH_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 03:50:00.000,,PGPCTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 03:50:00.000,,PGP_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 03:50:00.000,,UHC_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 04:00:00.000,,BTCCTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 04:00:00.000,,HSSMLIB,Library,B1,2,,2020-10-15 10:03:00.000
2020-10-15 04:00:00.000,,PGP_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 04:00:00.000,,UHC_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 04:00:00.000,,UT_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 04:10:00.000,,BTCCTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 04:10:00.000,,HSSMLIB,Library,B1,2,,2020-10-15 10:03:00.000
2020-10-15 04:10:00.000,,PGP_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 04:10:00.000,,UHC_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 04:20:00.000,,AS8_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 04:20:00.000,,HSSMLIB,Library,B1,2,,2020-10-15 10:03:00.000
2020-10-15 04:20:00.000,,PGP_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 04:20:00.000,,UHC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 04:30:00.000,,HSSMLIB,Library,B1,2,,2020-10-15 10:03:00.000
2020-10-15 04:30:00.000,,PGPCTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 04:30:00.000,,PGP_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 04:30:00.000,,UHC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 04:40:00.000,,ARTSCTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 04:40:00.000,,HSSMLIB,Library,B1,2,,2020-10-15 10:03:00.000
2020-10-15 04:40:00.000,,PGPCTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 04:40:00.000,,PGP_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 04:40:00.000,,UHC_BS,Bus Stop,"01",3,,2020-10-15 10:03:00.000
2020-10-15 04:50:00.000,,BTC_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 05:00:00.000,,BTC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 05:00:00.000,,CJKLLIB,Library,"01",2,,2020-10-15 10:03:00.000
2020-10-15 05:10:00.000,,CJKLLIB,Library,"01",2,,2020-10-15 10:03:00.000
2020-10-15 05:10:00.000,,PGP_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 05:30:00.000,,BTC_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 05:30:00.000,,MUSM_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 05:30:00.000,,UHALL_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 05:30:00.000,,UHC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 05:40:00.000,,BTC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 05:40:00.000,,UHALL_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 05:50:00.000,,UHC_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 05:50:00.000,,UT_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 05:50:00.000,,YIH_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:00:00.000,,KV_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:00:00.000,,MUSM_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:00:00.000,,RH_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:00:00.000,,UHC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:10:00.000,,AS8_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:10:00.000,,KRT_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:10:00.000,,S17_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:10:00.000,,UHALL_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:10:00.000,,UT_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:20:00.000,,OUHALL_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:20:00.000,,PGP_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:30:00.000,,KRT_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:30:00.000,,MUSM_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 06:30:00.000,,PGPCTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:30:00.000,,PGP_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:30:00.000,,RH_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:30:00.000,,S16CTN,Canteen,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:30:00.000,,UT_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:40:00.000,,BTCCTN,Canteen,"01",2,,2020-10-15 10:03:00.000
2020-10-15 06:40:00.000,,IT_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:40:00.000,,KRT_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
2020-10-15 06:40:00.000,,PGPCTN,Canteen,"01",3,,2020-10-15 10:03:00.000
2020-10-15 06:40:00.000,,PGP_BS,Bus Stop,"01",5,,2020-10-15 10:03:00.000
2020-10-15 06:40:00.000,,S16CTN,Canteen,"01",4,,2020-10-15 10:03:00.000
2020-10-15 06:40:00.000,,UHC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:40:00.000,,UT_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:50:00.000,,BTCCTN,Canteen,"01",4,,2020-10-15 10:03:00.000
2020-10-15 06:50:00.000,,BTC_BS,Bus Stop,"01",1,,2020-10-15 10:03:00.000
2020-10-15 06:50:00.000,,KRT_BS,Bus Stop,"01",2,,2020-10-15 10:03:00.000
